,index,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,AgeHome,YrsSinceRemodel,Num_Bathrms_AbvGrd,Num_Bathrms_Bsmt,log_SalePrice,hasBsmt,hasGarage
1100,1110,1111,60,RL,65.0,8000,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,219,Unf,0,554,773,GasA,Gd,Y,SBrkr,773,885,0,1658,3,1,TA,8,Typ,1,TA,Attchd,Fin,2,431,TA,TA,Y,224,84,0,0,0,0,NoPool,NoFence,None,0,6,2008,WD,Normal,188000,13,12,3,1,12.144197241812087,Basement,Garage
1101,1111,1112,60,RL,80.0,10480,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,6,Hip,CompShg,Plywood,Plywood,BrkFace,660.0,TA,TA,CBlock,TA,TA,No,ALQ,403,Unf,0,400,803,GasA,TA,Y,SBrkr,1098,866,0,1964,4,1,TA,8,Typ,1,Gd,Attchd,RFn,2,483,TA,TA,Y,0,69,0,0,0,0,NoPool,NoFence,None,0,9,2008,WD,Normal,205000,32,32,3,0,12.230765258120545,Basement,Garage
1102,1112,1113,20,RL,73.0,7100,Pave,NoAlley,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,WdShing,Wd Shng,None,0.0,TA,TA,CBlock,TA,TA,No,GLQ,708,Unf,0,108,816,GasA,TA,Y,FuseA,816,0,0,816,2,1,TA,5,Typ,0,NoFirePlace,Detchd,Unf,1,308,TA,TA,Y,0,0,0,0,0,0,NoPool,NoFence,None,0,7,2006,WD,Normal,129900,49,49,1,1,11.77452020265869,Basement,Garage
1103,1113,1114,20,RL,66.0,8923,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,643,Unf,0,365,1008,GasA,Gd,Y,SBrkr,1008,0,0,1008,2,1,Gd,6,Typ,0,NoFirePlace,Attchd,Unf,1,240,TA,TA,Y,0,18,0,0,0,0,NoPool,NoFence,None,0,5,2007,WD,Normal,134500,54,1,1,1,11.809319478024031,Basement,Garage
1104,1114,1115,20,RL,90.0,5400,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,Rec,415,Unf,0,418,833,GasA,Ex,Y,SBrkr,833,0,0,833,2,1,Gd,4,Typ,0,NoFirePlace,Detchd,Unf,1,326,TA,TA,Y,0,0,0,0,0,0,NoPool,MnPrv,None,0,8,2006,WD,Normal,117000,52,6,1,0,11.669929213779893,Basement,Garage
1105,1115,1116,20,RL,93.0,12085,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,Hip,CompShg,VinylSd,VinylSd,Stone,328.0,Gd,TA,PConc,Ex,TA,No,GLQ,1004,Unf,0,730,1734,GasA,Ex,Y,SBrkr,1734,0,0,1734,3,1,Ex,7,Typ,1,Gd,Attchd,RFn,3,928,TA,TA,Y,0,0,0,0,0,0,NoPool,NoFence,None,0,11,2007,New,Partial,318000,0,0,2,1,12.669806661762314,Basement,Garage
1106,1116,1117,80,RL,65.0,7750,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,8,5,Hip,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,353,Unf,0,55,408,GasA,Ex,Y,SBrkr,779,640,0,1419,3,1,Gd,7,Typ,1,TA,BuiltIn,Fin,2,527,TA,TA,Y,120,0,0,0,0,0,NoPool,NoFence,None,0,3,2009,WD,Normal,184100,7,7,3,1,12.123234367221169,Basement,Garage
1107,1117,1118,20,RL,57.0,9764,Pave,NoAlley,IR1,Lvl,AllPub,FR2,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,7,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,702,Unf,0,192,894,GasA,Ex,Y,SBrkr,894,0,0,894,3,1,Gd,5,Typ,0,NoFirePlace,Attchd,RFn,2,450,TA,TA,Y,0,0,0,0,0,0,NoPool,NoFence,None,0,5,2008,WD,Normal,130000,41,5,1,1,11.77528972943772,Basement,Garage
1108,1118,1119,80,RL,85.0,13825,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,5,6,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,Unf,0,Unf,0,533,533,GasA,TA,Y,SBrkr,1021,580,0,1601,3,1,TA,6,Min2,0,NoFirePlace,BuiltIn,RFn,1,300,TA,TA,Y,280,34,0,0,0,0,NoPool,NoFence,None,0,12,2008,WD,Normal,140000,50,21,1,1,11.84939770159144,Basement,Garage
1109,1119,1120,20,RL,70.0,7560,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,369,Unf,0,671,1040,GasA,TA,Y,FuseA,1040,0,0,1040,3,1,TA,6,Typ,0,NoFirePlace,Attchd,RFn,1,286,TA,TA,Y,140,0,252,0,0,0,NoPool,GdWo,None,0,7,2006,WD,Normal,133700,47,47,1,0,11.803353763090035,Basement,Garage
1110,1120,1121,30,RM,59.0,8263,Pave,NoAlley,Reg,Bnk,AllPub,Inside,Mod,IDOTRR,Norm,Norm,1Fam,1Story,6,5,Gable,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,1012,1012,GasA,TA,Y,FuseA,1012,0,0,1012,2,1,TA,6,Typ,1,Gd,Detchd,Unf,1,308,TA,TA,Y,0,22,112,0,0,0,NoPool,MnPrv,None,0,5,2007,WD,Normal,118400,87,57,1,0,11.681824001432043,Basement,Garage
1111,1121,1122,20,RL,84.0,10084,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,196.0,Gd,TA,PConc,Gd,TA,Av,GLQ,24,Unf,0,1528,1552,GasA,Ex,Y,SBrkr,1552,0,0,1552,3,1,Gd,7,Typ,0,NoFirePlace,Attchd,RFn,3,782,TA,TA,Y,144,20,0,0,0,0,NoPool,NoFence,None,0,7,2006,New,Partial,212900,1,0,2,0,12.26857785088157,Basement,Garage
1112,1122,1123,20,RL,65.5,8926,Pave,NoAlley,IR1,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,3,Gable,CompShg,AsbShng,AsbShng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,672,672,GasA,Ex,Y,FuseA,960,0,0,960,3,1,TA,5,Typ,0,NoFirePlace,Basment,Unf,1,288,TA,TA,Y,64,0,0,0,160,0,NoPool,MnPrv,None,0,10,2009,COD,Abnorml,112000,53,53,1,0,11.626254150277232,Basement,Garage
1113,1123,1124,20,RL,50.0,9405,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,9,Hip,CompShg,VinylSd,VinylSd,None,0.0,TA,Ex,CBlock,TA,TA,No,Unf,0,Unf,0,698,698,GasA,Ex,Y,SBrkr,698,0,0,698,2,1,TA,4,Typ,0,NoFirePlace,None,None,0,0,None,None,Y,0,200,0,0,0,0,NoPool,NoFence,None,0,6,2009,WD,Normal,118000,62,1,1,1,11.678439903447801,Basement,NoGarage
1114,1124,1125,80,RL,65.0,9125,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,170.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,384,384,GasA,Gd,Y,SBrkr,812,670,0,1482,3,1,Gd,7,Typ,1,TA,Attchd,Fin,2,392,TA,TA,Y,100,25,0,0,0,0,NoPool,NoFence,None,0,7,2007,WD,Normal,163900,15,15,3,0,12.00701176473192,Basement,Garage
1115,1125,1126,20,RL,60.0,10434,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1005,1005,GasA,TA,Y,SBrkr,1005,0,0,1005,2,1,Fa,5,Typ,1,TA,Detchd,Unf,2,672,Fa,Fa,Y,0,0,0,0,0,0,NoPool,NoFence,None,0,11,2009,WD,Normal,115000,54,54,1,0,11.652687407345388,Basement,Garage
1116,1126,1127,120,RL,53.0,3684,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,130.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1373,1373,GasA,Ex,Y,SBrkr,1555,0,0,1555,2,1,Gd,7,Typ,1,TA,Attchd,Fin,3,660,TA,TA,Y,143,20,0,0,0,0,NoPool,NoFence,None,0,6,2009,WD,Normal,174000,2,2,2,0,12.066810578196666,Basement,Garage
1117,1127,1128,20,RL,182.0,14572,Pave,NoAlley,IR3,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5,Hip,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1300,Unf,0,230,1530,GasA,Ex,Y,SBrkr,1530,0,0,1530,3,1,Gd,7,Typ,1,Gd,Attchd,Fin,3,630,TA,TA,Y,144,36,0,0,0,0,NoPool,NoFence,None,0,11,2007,WD,Family,259000,3,3,2,1,12.464583340681674,Basement,Garage
1118,1128,1129,60,RL,59.0,11796,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,847,847,GasA,Ex,Y,SBrkr,847,1112,0,1959,4,1,Gd,8,Typ,1,Gd,BuiltIn,Fin,2,434,TA,TA,Y,100,48,0,0,0,0,NoPool,NoFence,None,0,7,2007,WD,Normal,215000,3,2,3,0,12.2783933071098,Basement,Garage
1119,1129,1130,90,RM,60.0,7200,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,Duplex,SFoyer,5,5,Gable,CompShg,MetalSd,MetalSd,BrkFace,180.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,936,Unf,0,0,936,GasA,TA,Y,SBrkr,936,0,0,936,2,1,TA,4,Typ,0,NoFirePlace,Detchd,Unf,2,672,TA,TA,Y,49,0,0,0,0,0,NoPool,NoFence,None,0,8,2007,WD,Normal,140000,27,27,1,1,11.84939770159144,Basement,Garage
1120,1130,1131,50,RL,65.0,7804,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,4,3,Gable,CompShg,WdShing,Plywood,None,0.0,TA,TA,BrkTil,TA,TA,No,BLQ,622,Unf,0,500,1122,GasA,TA,Y,SBrkr,1328,653,0,1981,4,1,Gd,7,Min2,2,TA,Detchd,Unf,2,576,TA,TA,Y,431,44,0,0,0,0,NoPool,MnPrv,None,0,12,2009,WD,Normal,135000,81,59,2,1,11.813030057420567,Basement,Garage
1121,1131,1132,20,RL,63.0,10712,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,Mn,BLQ,212,Unf,0,762,974,GasA,TA,Y,SBrkr,974,0,0,974,3,1,TA,5,Typ,0,NoFirePlace,None,None,0,0,None,None,Y,0,28,0,0,0,0,NoPool,MnPrv,None,0,9,2007,Oth,Abnorml,93500,16,15,1,0,11.44571671527678,Basement,NoGarage
1122,1132,1133,70,RM,90.0,9900,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,6,4,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,Mn,Unf,0,Unf,0,1008,1008,GasW,TA,Y,SBrkr,1178,1032,0,2210,5,1,Fa,8,Typ,0,NoFirePlace,Detchd,Unf,1,205,Fa,TA,N,0,48,0,0,0,0,NoPool,NoFence,None,0,5,2007,WD,Normal,117500,127,57,2,0,11.67419361256635,Basement,Garage
1123,1133,1134,60,RL,80.0,9828,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,584,Unf,0,544,1128,GasA,Ex,Y,SBrkr,1142,878,0,2020,3,1,Gd,8,Typ,1,TA,Attchd,RFn,2,466,TA,TA,Y,0,155,0,0,0,0,NoPool,NoFence,None,0,6,2009,WD,Normal,239500,14,14,3,0,12.386308695833106,Basement,Garage
1124,1134,1135,60,RL,57.0,8773,Pave,NoAlley,IR1,HLS,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,916,916,GasA,Gd,Y,SBrkr,916,684,0,1600,3,1,TA,7,Typ,1,TA,Attchd,Fin,2,460,TA,TA,Y,100,38,0,0,0,0,NoPool,NoFence,None,0,8,2007,WD,Normal,169000,10,10,3,0,12.037653993905211,Basement,Garage
1125,1135,1136,30,RM,60.0,6180,Pave,NoAlley,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1Story,6,5,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,960,960,GasA,TA,N,SBrkr,986,0,0,986,2,1,TA,5,Typ,1,Gd,Detchd,Unf,1,180,TA,TA,Y,0,128,0,0,0,0,NoPool,NoFence,None,0,5,2007,WD,Normal,102000,81,57,1,0,11.532728092266408,Basement,Garage
1126,1136,1137,50,RL,80.0,9600,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,6,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,280,Unf,0,752,1032,GasA,TA,Y,FuseA,1032,220,0,1252,3,1,TA,6,Typ,0,NoFirePlace,Attchd,Unf,1,288,TA,TA,Y,0,0,96,0,0,0,NoPool,NoFence,None,0,4,2008,WD,Abnorml,119000,58,58,1,0,11.686878772093667,Basement,Garage
1127,1137,1138,50,RL,54.0,6342,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1.5Fin,5,8,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,TA,TA,No,Unf,0,Unf,0,780,780,GasA,Gd,N,SBrkr,780,240,0,1020,2,1,TA,6,Typ,0,NoFirePlace,None,None,0,0,None,None,N,0,0,176,0,0,0,NoPool,NoFence,None,0,5,2010,WD,Normal,94000,135,14,1,0,11.451050061252142,Basement,NoGarage
1128,1138,1139,20,RL,73.0,9819,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Mod,Mitchel,Norm,Norm,1Fam,1Story,6,5,Gable,CompShg,Plywood,ImStucc,None,0.0,TA,TA,PConc,TA,TA,Gd,ALQ,1567,Unf,0,0,1567,GasA,TA,Y,SBrkr,1567,0,0,1567,2,1,Gd,5,Typ,2,TA,Attchd,RFn,2,714,TA,TA,Y,264,32,0,0,0,0,NoPool,NoFence,None,0,5,2009,WD,Normal,196000,32,32,2,1,12.185869938212655,Basement,Garage
1129,1139,1140,30,RL,98.0,8731,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,Stucco,Stucco,None,0.0,TA,Fa,BrkTil,TA,TA,No,BLQ,645,Unf,0,270,915,GasA,TA,Y,SBrkr,1167,0,0,1167,3,1,TA,6,Maj1,1,Gd,Detchd,Unf,2,495,TA,TA,Y,0,0,216,0,126,0,NoPool,NoFence,None,0,5,2007,WD,Normal,144000,87,57,1,0,11.877568578558138,Basement,Garage
1130,1140,1141,20,RL,60.0,7350,Pave,NoAlley,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,Mn,ALQ,852,Unf,0,100,952,GasA,TA,Y,SBrkr,952,0,0,952,2,1,TA,4,Typ,0,NoFirePlace,Detchd,Unf,2,840,TA,TA,Y,0,0,0,0,0,0,NoPool,NoFence,None,0,6,2008,COD,Abnorml,139000,57,57,1,1,11.842229212112828,Basement,Garage
1131,1141,1142,60,RL,80.0,10304,Pave,NoAlley,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,PosN,Norm,1Fam,2Story,5,7,Gable,CompShg,Plywood,Plywood,BrkFace,44.0,TA,Gd,CBlock,TA,TA,No,ALQ,381,Unf,0,399,780,GasA,Ex,Y,SBrkr,1088,780,0,1868,4,1,Gd,9,Typ,1,TA,Attchd,Unf,2,484,TA,TA,Y,448,96,0,0,0,0,NoPool,NoFence,None,0,10,2009,WD,Normal,197500,33,33,3,1,12.193493863323313,Basement,Garage
1132,1142,1143,60,RL,77.0,9965,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,Hip,CompShg,VinylSd,VinylSd,Stone,340.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1150,Unf,0,316,1466,GasA,Ex,Y,SBrkr,1466,1362,0,2828,4,1,Gd,11,Typ,1,TA,BuiltIn,RFn,3,1052,TA,TA,Y,125,144,0,0,0,0,NoPool,NoFence,None,0,4,2007,New,Partial,424870,1,0,3,1,12.959538518762063,Basement,Garage
1133,1143,1144,20,RL,71.0,9000,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,3,Gable,CompShg,Wd Sdng,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,GLQ,288,Unf,0,718,1006,GasA,TA,Y,SBrkr,1006,0,0,1006,3,1,TA,5,Typ,0,NoFirePlace,None,None,0,0,None,None,Y,0,24,0,0,0,0,NoPool,NoFence,None,0,7,2008,WD,Normal,80000,49,49,1,0,11.289781913656018,Basement,NoGarage
1134,1144,1145,190,RL,60.0,12180,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,2fmCon,1.5Fin,4,4,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Fa,BrkTil,Gd,TA,No,BLQ,348,Unf,0,324,672,Grav,Fa,N,FuseA,672,252,0,924,2,1,Fa,5,Typ,0,NoFirePlace,Detchd,Unf,1,280,TA,TA,Y,0,0,0,0,0,0,NoPool,MnPrv,None,0,7,2010,WD,Normal,80000,69,60,1,1,11.289781913656018,Basement,Garage
1135,1145,1146,50,RM,52.0,6240,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,6,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,1042,1042,GasA,Ex,Y,SBrkr,1042,534,0,1576,3,1,TA,8,Typ,1,Gd,Detchd,Unf,1,225,TA,TA,Y,0,0,0,0,0,0,NoPool,NoFence,None,0,8,2006,WD,Family,149000,78,56,1,0,11.911701584927597,Basement,Garage
1136,1146,1147,20,RL,66.5,11200,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,6,5,Gable,CompShg,Wd Sdng,Wd Shng,BrkFace,85.0,Gd,TA,CBlock,Gd,TA,No,GLQ,1258,Unf,0,40,1298,GasA,TA,Y,SBrkr,1298,0,0,1298,3,1,Gd,5,Typ,1,TA,Attchd,Unf,2,403,TA,TA,Y,165,26,0,0,0,0,NoPool,NoFence,None,0,5,2006,WD,Normal,180000,21,21,2,1,12.100712129872347,Basement,Garage
1137,1147,1148,70,RL,75.0,12000,Pave,NoAlley,Reg,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,7,7,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,275,Unf,0,429,704,GasA,Ex,Y,SBrkr,860,704,0,1564,3,1,Fa,7,Typ,1,Gd,Attchd,Unf,1,234,TA,TA,Y,0,0,0,0,0,0,NoPool,NoFence,None,0,7,2009,WD,Normal,174500,68,59,2,0,12.069680020624618,Basement,Garage
1138,1148,1149,50,RM,60.0,5700,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,7,7,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,572,572,GasA,TA,Y,SBrkr,572,539,0,1111,2,1,TA,5,Typ,1,Gd,Detchd,Unf,1,288,TA,TA,Y,0,0,176,0,0,0,NoPool,NoFence,None,0,8,2008,WD,Normal,116900,82,58,1,0,11.66907414746016,Basement,Garage
1139,1149,1150,70,RM,50.0,9000,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,2Story,7,9,Hip,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,PConc,TA,TA,No,ALQ,624,Unf,0,26,650,GasA,Ex,Y,SBrkr,832,650,0,1482,3,1,TA,7,Typ,0,NoFirePlace,Detchd,Unf,2,324,TA,TA,Y,0,0,0,0,0,0,NoPool,NoFence,None,0,7,2009,WD,Normal,143000,89,21,1,1,11.870599909242044,Basement,Garage
1140,1150,1151,20,RL,57.0,8280,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,Gable,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,932,932,GasA,Ex,Y,FuseA,932,0,0,932,2,1,Gd,4,Typ,1,Gd,Attchd,Unf,1,306,TA,TA,Y,0,0,214,0,0,0,NoPool,GdPrv,None,0,11,2007,WD,Normal,124000,57,57,1,0,11.728036844587175,Basement,Garage
1141,1151,1152,20,RL,134.0,17755,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,4,Gable,CompShg,HdBoard,Plywood,BrkFace,132.0,TA,TA,CBlock,TA,TA,No,BLQ,176,Unf,0,1290,1466,GasA,TA,Y,SBrkr,1466,0,0,1466,3,1,Fa,6,Typ,2,Gd,Attchd,Fin,2,528,TA,TA,Y,0,140,0,0,100,0,NoPool,NoFence,None,0,11,2006,WD,Normal,149900,47,47,2,0,11.917723684090689,Basement,Garage
1142,1152,1153,20,RL,90.0,14115,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,7,Gable,CompShg,Stone,Stone,None,0.0,TA,TA,PConc,TA,TA,No,ALQ,296,GLQ,547,230,1073,GasA,Ex,Y,SBrkr,1811,0,0,1811,2,1,Ex,6,Typ,1,Gd,Attchd,Fin,2,470,TA,TA,Y,0,0,280,0,0,0,NoPool,NoFence,None,0,7,2006,WD,Abnorml,230000,50,2,1,0,12.345834587905333,Basement,Garage
1143,1153,1154,30,RM,60.0,5890,Pave,NoAlley,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,6,8,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,Gd,BrkTil,TA,TA,Av,ALQ,538,Unf,0,278,816,GasA,Ex,Y,SBrkr,816,0,0,816,2,1,TA,5,Typ,0,NoFirePlace,Detchd,Unf,1,432,TA,TA,Y,0,0,96,0,0,0,NoPool,NoFence,None,0,6,2008,WD,Normal,120500,78,1,1,0,11.699405031912846,Basement,Garage
1144,1154,1155,60,RL,73.0,13700,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,7,6,Gable,CompShg,VinylSd,VinylSd,Stone,288.0,TA,TA,CBlock,TA,TA,Gd,ALQ,454,Unf,0,410,864,GasA,TA,Y,SBrkr,902,918,0,1820,4,1,Gd,8,Typ,2,Gd,Attchd,Unf,2,492,TA,TA,Y,60,84,0,0,273,0,NoPool,GdPrv,None,0,5,2008,WD,Normal,201800,43,20,3,0,12.215032386901646,Basement,Garage
1145,1155,1156,20,RL,90.0,10768,Pave,NoAlley,IR1,Lvl,AllPub,Corner,Gtl,Veenker,Norm,Norm,1Fam,1Story,5,8,Gable,CompShg,Plywood,Plywood,None,0.0,Gd,Gd,CBlock,Gd,TA,Gd,ALQ,1157,Unf,0,280,1437,GasA,TA,Y,SBrkr,1437,0,0,1437,3,1,Gd,6,Typ,1,Fa,Attchd,RFn,2,528,TA,TA,Y,0,21,0,0,180,0,NoPool,NoFence,None,0,7,2007,WD,Normal,218000,31,3,2,1,12.292250341771226,Basement,Garage
1146,1156,1157,80,RL,85.0,9350,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,8,Gable,CompShg,BrkFace,BrkFace,None,0.0,TA,Gd,PConc,TA,TA,Gd,ALQ,633,Unf,0,586,1219,GasA,Gd,Y,SBrkr,1265,0,0,1265,3,1,Gd,6,Typ,1,Gd,Attchd,RFn,2,502,TA,TA,Y,0,92,0,96,0,0,NoPool,MnPrv,None,0,10,2008,WD,Normal,179900,43,9,2,1,12.100156419938624,Basement,Garage
